path,text,label
./email/ok_training/hamtraining (86).txt,"﻿پدر مادر فهمیده، دولت فهمیده، ملّت فهمیده، کاری می کنند که همدیگر را تحمل کنند. تنوع سلیقه ها، تنوع قومی و زبانی را بفهمند و تحمل کنند. کدام خانه، کدام شهر، کدام کشور همه یک جور هستند؟ پدر نادان ، دولت نادان، ملت نادان بجای یاد گرفتن در کنار هم بودن ، فقط به جدا سازی و قطعه قطعه کردن می پردازند. هر کس، هر دولت، هر ملت که توان یاد گرفتن و یاد دادن در کنار هم بودن و باهم بودن را ندارد بیمار است ، ناتوان است. و باز باید بخواند و بخواند و بخواند تا بفهمد و باعث دردسر خودش و مردم نشود.
چه کسی می خواهد من و تو ما نشویم؟
خانه اش ویران باد
من اگر ما نشوم تنهایم
تو اگر ما نشوی خویشتنی

حسین اسلامی ساروی",ham
./email/ok_training/hamtraining (114).txt,"﻿مژگان خانم:
فعلا که پیام نور که دولتی این طور که شنیدم اعتبار بیشتری داره اما سیستم پیام نور خیلی سختگیرانه هست و بعضی ها ناراضی اند. علوم تحقیقات هم با اینکه بعضی از استادانش از دانشگاه های دولتی هستند، اما هم هزینه ش بیشتره و حتی 6 واحد پایان نامه داره! و هم اینکه چون امکانات زیادی نداره مجبورید از امکانات دانشگاه های دیگه استفاده کنید. البته در مورد پیام نور بیشتر تحقیق کنید چون شاید اونجا هم مثل علوم تحقیقات باشه. به نظر من یکی رو ثبت نام کنید و در عین حال دوباره سال بعد شرکت کنید. این هم بگم چون من از دانشگاه فعلی خودم راضی نیستم، ممکنه نتونسته باشم بی طرفانه شما رو راهنمایی کنم. در این یکسال کمی اوضاع علوم تحقیقات بیشتر از قبل به هم ریخته. مثلا کلاس ارشد ورودی 91 اون که سامان هم در این کلاس هست حدود 30 نفر دانشجو داره!!! و البته برای ترم بهمن هم در ارشد و هم در دکتری دوباره از کنکوری های پارسال دانشجو گرفتند در حالی که زیرساختهای دانشگاه نمیتونه جوابگو باشه. تا جایی که میدونم تا حالا سابقه نداشته برای ترم بهمن دانشجوی دکتری بگیرند! دانشکده زبان علوم تحقیقات خیلی محوطه کوچکی داره که حتی دکتر گلفام هم به ما میگفتند که محیط اینجا شبیه دانشگاه نیست.",ham
./email/ok_training/hamtraining (55).txt,﻿یه سوال اومده بود که گفته بود آواهای ظ و ط و ... چی هستند یا یه همچین چیزی. جالب اینه که یه زبانشناس می دونه این طور چیزها رو باید با آوانگاری نشون بده یعنی مثلا یه حرف t که بالاش یه چیزی شبیه قلاب داره نه اینکه با حروف نشون بده!,ham
./email/ok_training/hamtraining (58).txt,﻿اخبار که از خودش نگفته بود! مستقیما که با معاون و وزیر سازمان سنجش مصاحبه کرده بودن رو احبار پخش کرد...اونا هم گفتن همه ی دروس اعم از عمومی و تخصصی نمره منفی داره. همشم تستیه. یه جورایی راست گفتن آخه پارسال که همه ی سوالا تستی نبود...تازه نمره ی منفی هم نداشت!!!!!!!!!,ham
./email/ok_training/hamtraining (34).txt,"﻿معصومه خانم:
خیلی خیلی ممنون. نیازی نیست که این قدر تعریف کنید. من وظیفم رو انجام میدم. اگر شما سال آینده قصد شرکت دارید که وقت خیلی خوبی مونده و می تونید خوب خودتون رو آماده کنید.
همین کتاب هایی که در این وبلاگ به عنوان منابع ارشد اومده هنوز هم منبع آزمون هستند. البته کتاب های دکتر باطنی فکر نمی کنم که نیاز باشه. من خودم سه سال قبل یکی رو خوستم بخونم اما برام مفید نبود. کتاب آواشناسی دکتر حق شناس مهم هست. کتاب درآمدی بر زبانشناسی معاصر ترجمه دکتر درزی از انتشارات سمت هم در لیست نبود اما خیلی مفیده. البته بعضی بخش هاشو نیاز نیست بخونید. کتاب معنی شناسی دکتر صفوی هم نیازی نیست این کتاب که در لیست اومده منبع دکتری هست. به کتاب دیگه دکتر صفوی داره که اون هم معنی شناسی هست اما خیلی کم حجم تر از انتشارات پژواک کیوان.
برای دستور زبان کتاب انوری گیوی و خانلری کافیه البته کتاب خیامپور رو هم بخونید بد نیست. بهتره سوالات سال قبل رو ببینید و بسنجید که سوالات درس فارسی بیشتر براساس کدوم کتاب هست. چون بعضی وقتها بیشتر سوالات رو از یه منبع می دن.",ham
./email/ok_training/hamtraining (62).txt,"﻿سلام دکتر جان خوبی ؟ما رو نمیبینی خوش حالی؟
دانشگاه که سعادت نصیبمون نمیشه زیارتتون کنیم گفتم لااقل اینجا جویای احوال بشم. این چند وقت هم که به وبلاگ تشریف نیاوردم, به خاطر اینه که امتحان دارم,و چون خیلی علاقه به علم زبانشناسی دارم و میخوام پایم قوی بشه,احتمال 99درصد حداقل 10 واحد بیافتم.

راستی پیروزی قاطع دکتر روحانی رو هم به شما و هم به همه طرفداران ا ص ل ا ح ا ت تبریک میگم, این پیروزی از هر نمره بیستی بیشتر خوشحالم کرد",ham
./email/ok_training/hamtraining (144).txt,"﻿ Abbas Maroufi
<abbasmaroufi@googlemail.com> Mon, Jul 15, 2013 at 3:48 AM
To: Faramarz Dehgan <faramarzdehgan@gmail.com>
Reply | Reply to all | Forward | Print | Delete | Show original

فرامرز عزیزم
سلام
جلد کتاب چاپ شده و آماده ست
کتاب در هفته ی اول آگوست منتشر میشه
می بوسمت
عباس

• August 1
•
8/1, 8:50pm
Faramarz Dehgan
سلام عباس جان . قرار بود کتاب من اول آگوست منتشر بشه اما گویا الان شما آمریکا تشریف دارید. کتاب در غیاب شما منتشر میشه یا باید منتظر برگشت شما باشیم . ضمنا سفر خوبی برات آرزو می کنم",ham
./email/ok_training/hamtraining (183).txt,﻿سلام. درسته خیلی بالاست. وام میدند اما متاسفانه با هزار منت و هزار دردسر وام میدند. ضمن اینکه متاسفانه دانشکده زبان و ادبیات علوم تحقیقات بی‌نهایت کم‌امکانات هست و اصلا در حد دکتری نمیشه ازش استفاده کرد. علوم تحقیقات فقط برای مدرک گرفتن خوبه و نه هیچ چیز دیگه. باور کنید اگر زمان به عقب برمیگشت هرگز به علوم تحقیقات نمیرفتم. اما الان دیگه نصف راه رو رفتم و نمیشه کاری کرد.,ham
./email/ok_training/hamtraining (30).txt,﻿سلام من مترجمی زبان انگلیسی خوندم البته نه سال ........... خلاصه به دلایلی دست تقدیر بعد از سالها کار ما رو به سمت ادامه تحصیل کشوند البته بگما اهل درسم شدید توی دوره کارشناسی جز بهترینها بودم با پیش زمینه زبان قوی وارد دانشگاه شدم معدل کارشناسی ام 17.70 شد البته باید بالای 18.5 می شدم ولی خب ترم آخر موقع امتحانا مسئله ای پیش اومد که بیشترشونو نخونده امتحان دادم و معدل ترم آخرم معدل کلم رو کلی کشید پایین..................................... حالا سرتونو درآوردم بگم موندم بین آموزش و زبانشناسی کدوم رو انتخاب کنم البته چون حتما باید تهران قبول شم فک می کنم شانسم توی زبانشناسی بیشتر خب یه جورایی هم بهش علاقه مند هستم یعنی واحدهای زبانشناسی دانشکده رو یادش بخیر با دکتر فراهانی حالی می کردم وقتی درس می داد ......... فقط فک می کنم آینده شغلی ام خیلی محدود میشه نظر شما حالا با توجه به اطلاعاتی که دادم چیه ؟,ham
./email/ok_training/hamtraining (111).txt,"﻿سروران عزیز و همکاران گرامی اعضای محترم شورای اسلامی مشهد مقدس
سلام علیکم
با احترام و تبریک دهه مهدویت و فرا رسیدن ولادت با سعادت منجی کل حضرت خاتم الاوصیاء مهدی موعود (عج) و روز مستضعفین باستحضار می رساند:
بخشی از مصوبات اخیر ما که ناشی از همان مطالعات گذایی در شهرداری و عدم تغییر مدیرانی است که معمولا به منافع خود و دوستان و منصوبین می اندیشند و تعطیل بودن روابط عمومی شورا و شهرداری و ضعف شدید حضور رسانه ای در همراه کردن مردم و نخبگان باعث شده است که امروز یک بسیج عمومی از علما و دانشگاهیان گرفته تا کسبه و بازاریان و کارگران و مستضعفان علیه شورا و شهرداری شکل بگیرد و دو بار سخنرانی امام جمعه محترم مشهد در خطبه ها و چند بار موضع گیری ایشان در دیدارها کار را به گونه ای کرده است که نارضایتی عمومی در سال اول کار ما، بیشتر از سال ششم شورای سوم است و حتی اگر برفرض بر حق هم باشیم که جای تردید است باید کوتاه بیاییم. ذات اقدس خدا هم در مواردیکه ضعف یا تمرد از بندگانش می دید آیات ناسخ را نازل و احکام را رقیق می فرمود که آیات روزه و جهاد و … حجت بینه است.
لذا بنظر می رسد ضرورت دارد در یک اقدام جهادی و انقلابی بخشی از مصوبات را که باعث نارضایتی عمومی و دامن زدن به گرانی ها می باشد را لغو و رسما از مردم عذرخواهی کرده و متقابلا با یک حرکت رسانه ای قوی حتی در صورت لزوم عزل مسئولین مربوطه، مشکل را به حداقل برسانیم. اصرار بر اشتباه یا حتی حقی که موکلین ما و مخدومین ما نمی خواهند کاری خواهد کرد که با لجاجت های آقای احمدی نژاد با جریان اصول گرایی کرد و این بحث به ویژه در آستان انتخابات مهم خبرگان که دشمنان معاند و فتنه گران جاه طلب و دوستان جاهل خیز برداشته اند اصلا به مصلحت نیست و اما جایگزین کمبودهای مالی و اعتباری:
۱- پیگیری مجدانه مطالبات مردم در پرونده های دادگستری و فعال کردن افکار عمومی در این رابطه
۲- مطالبات شهر از ادارات و سازمانها و دولت
۳- مطالبات شهر از آستان قدس رضوی
۴- مطالبات از پروژه های مختلف مانند مجد
۵- فروش اماکن گران قیمت مانند آلتون و زیست خاور
۶- به حداقل رسانیدن اماکن اجاره ای در جاهای گران قیمت
۷- متوقف کردن پروژه های اسرافی و تبذیری بهینه سازی و … خیابانها و پیاده رو ها
۸- ادغام ساختارهای موازی و حذف بعضی پست هایی که برای حل مشکل افراد ایجاد شده است
۹- تعطیل کردن همایش های بی خاصیت و بعضی جشن ها و مراسم های کم اثر و فضاسازی ها فرهنگی غیر ضروری
۱۰- کنترل جدی حقوق و مزایا و کارانه ها و به حداقل رساندن آن
۱۱- پیگیری اخذ حقوق شهر از اماکن تجاری و شبه تجاری که تا به حال با همه عوارضی که دارند و هزینه هایی که ایجاد کرده اند در سایه امن بوده اند.
۱۲- شناسایی اماکن تجاری بی نام و نشان و مطالبه حقوق شهر
۱۳- رسیدگی به املاک قولنامه ای و مطالبه حقوق عمومی
۱۴- پی گیری علت عدم کوچک سازی علی رغم برون سپاری خیلی از امور
آنچه عرض شد به عنوان یک معروف مهم در جهت حفظ اعتماد عمومی و جریان اصولگرایی است و بس

ارادتمند شما
علی اصغر لطفی",ham
./email/ok_training/hamtraining (198).txt,"﻿سلام

نیازی به ثبت نام نیست. شرکت برای همه آزاد و رایگانه.

موفق باشید
دبیرخانه کنفرانس",ham
./email/ok_training/hamtraining (226).txt,"﻿سلام سعیده خانم
من با چند نفر از ارشدای زبانشناسی این دو روزه صحبت کردم بدون استثنا همه میگفتن سال اینده مترجمی یا اموزش انگلیسی شرکت کن خودمم خیلی دودل شدم چون جدا از درامدش خیلی علاقه به تدریس توی دانشگاه دارم. میشه بگین بعد از اتمام درستون دانشگاهی هست که بتونید زبانشناسی تدریس کنیدیا نه؟",ham
